time,x,y,speed,yaw_rate,lat_g,long_g,steering_angle,slip_ratio,distance
181.820,-293.062,2367.900,74.780,12.080,1.136,0.142,12.990,2.650,8782.350
181.840,-293.471,2366.014,74.480,12.320,1.112,-0.036,10.890,2.430,8782.760
181.860,-293.796,2364.111,75.690,7.040,1.091,0.669,8.680,6.050,8783.180
181.880,-293.882,2363.561,74.420,0.550,-0.736,0.113,0.130,3.380,8783.590
181.900,-293.970,2363.011,74.910,-3.690,-0.732,0.160,0.170,2.700,8784.010
181.920,-294.063,2362.463,75.220,0.890,-0.777,0.289,0.050,1.730,8784.430
181.940,-294.158,2361.915,75.080,2.910,-0.772,0.127,-0.250,1.460,8784.840
181.960,-294.257,2361.367,75.460,-1.180,-0.792,0.299,-0.390,4.300,8785.260
181.980,-294.359,2360.821,75.990,1.710,-0.823,0.452,-0.810,-0.260,8785.690
182.000,-294.465,2360.275,76.110,1.320,-0.812,0.407,-1.260,4.710,8786.110
182.020,-294.574,2359.730,76.270,0.050,-0.853,0.295,-1.450,4.080,8786.530
182.040,-294.686,2359.186,76.090,-0.330,-0.888,0.210,-1.560,1.630,8786.960
182.060,-294.801,2358.643,76.070,0.310,-0.893,0.104,-1.820,2.010,8787.380
182.080,-294.920,2358.100,75.990,-0.100,-0.893,0.108,-1.940,4.600,8787.800
182.100,-295.042,2357.559,76.240,2.730,-0.922,0.213,-2.110,0.630,8788.220
182.120,-295.167,2357.018,76.260,0.710,-0.902,0.098,-2.560,1.870,8788.650
182.140,-295.296,2356.479,76.290,0.040,-0.912,0.039,-2.750,2.930,8789.070
182.160,-295.427,2355.940,76.590,0.630,-0.932,0.196,-2.760,2.860,8789.500
182.180,-295.562,2355.403,77.030,-0.180,-0.911,0.375,-2.900,3.210,8789.920
182.200,-295.700,2354.866,77.030,-5.900,-0.916,0.131,-3.230,5.020,8790.350
182.220,-295.842,2354.331,76.760,-2.080,-0.889,0.008,-3.340,0.140,8790.780
182.240,-295.987,2353.797,76.900,-3.170,-0.881,0.127,-3.340,0.610,8791.210
182.260,-296.135,2353.263,77.050,-1.410,-0.889,-0.029,-3.710,-1.890,8791.630
182.280,-296.286,2352.731,77.320,-3.300,-0.871,0.140,-3.880,0.620,8792.060
182.300,-296.440,2352.200,77.310,-1.130,-0.871,0.101,-4.080,1.100,8792.490
182.320,-296.597,2351.671,77.570,-3.320,-0.881,0.201,-4.440,2.950,8792.920
182.340,-296.758,2351.142,77.750,0.730,-0.879,0.203,-4.830,3.910,8793.360
182.360,-296.922,2350.615,77.710,0.510,-0.877,0.118,-4.800,0.720,8793.790
182.380,-297.089,2350.089,77.920,-5.800,-0.909,0.106,-4.930,1.970,8794.220
182.400,-297.259,2349.564,78.120,-2.410,-0.866,0.322,-5.280,4.950,8794.650
182.420,-297.432,2349.041,77.890,-4.100,-0.877,0.017,-5.380,1.530,8795.090
182.440,-297.609,2348.519,78.150,-2.810,-0.887,0.034,-5.610,2.670,8795.520
182.460,-297.788,2347.999,78.150,-2.260,-0.932,0.172,-5.760,4.150,8795.960
182.480,-297.971,2347.479,78.150,-6.190,-0.927,0.025,-6.330,0.550,8796.390
182.500,-298.156,2346.962,78.200,-5.770,-0.923,-0.002,-6.600,0.150,8796.820
182.520,-298.345,2346.445,78.530,-5.660,-0.949,0.229,-6.590,5.130,8797.260
182.540,-298.537,2345.930,78.790,-5.150,-0.967,0.215,-6.510,3.550,8797.700
182.560,-298.732,2345.417,78.860,-5.230,-0.979,0.212,-6.940,0.710,8798.140
182.580,-298.930,2344.905,78.900,-2.770,-0.975,0.117,-7.310,0.780,8798.580
182.600,-299.130,2344.395,78.870,-4.070,-0.963,0.069,-7.480,1.870,8799.010
182.620,-299.334,2343.886,79.430,-6.430,-0.965,0.247,-7.720,4.890,8799.450
182.640,-299.541,2343.379,79.200,-5.470,-0.955,0.043,-7.920,3.530,8799.890
182.660,-299.751,2342.874,79.090,-9.790,-0.939,0.245,-8.500,4.340,8800.330
182.680,-299.964,2342.370,79.190,-1.200,-0.931,0.015,-8.700,1.260,8800.770
182.700,-300.180,2341.868,79.040,-5.350,-0.927,-0.106,-8.760,2.210,8801.210
182.720,-300.399,2341.367,79.340,-3.620,-0.928,0.183,-9.310,1.300,8801.650
182.740,-300.621,2340.869,79.080,-4.230,-0.927,-0.012,-9.650,1.270,8802.090
182.760,-300.845,2340.372,79.060,-6.100,-0.934,-0.027,-9.970,0.280,8802.530
182.780,-301.073,2339.876,79.130,-10.930,-0.951,-0.019,-9.930,0.660,8802.970
182.800,-301.303,2339.383,79.090,-7.430,-0.952,-0.037,-10.200,0.940,8803.410
182.820,-301.537,2338.891,79.480,-5.780,-0.940,0.142,-10.480,2.160,8803.850
182.840,-301.773,2338.401,79.330,-6.500,-0.930,0.116,-10.580,2.900,8804.290
182.860,-302.012,2337.914,79.310,-4.700,-0.925,0.010,-10.890,4.380,8804.730
182.880,-302.254,2337.427,79.380,-6.910,-0.942,0.113,-10.950,1.730,8805.180
182.900,-302.499,2336.943,79.750,-3.280,-0.951,0.186,-10.800,3.440,8805.620
182.920,-302.746,2336.461,80.170,-9.210,-0.961,0.301,-11.150,2.710,8806.060
182.940,-302.996,2335.981,80.330,-6.260,-0.977,0.223,-11.670,4.180,8806.510
182.960,-303.249,2335.503,80.100,-9.520,-0.957,0.230,-11.890,0.840,8806.950
182.980,-303.505,2335.026,80.090,-5.780,-0.998,0.067,-11.980,1.430,8807.400
183.000,-303.764,2334.552,80.540,-9.260,-0.953,0.238,-12.140,3.740,8807.850
183.020,-304.025,2334.080,80.590,-11.390,-0.919,0.301,-12.250,3.760,8808.300
183.040,-304.289,2333.610,80.360,-11.000,-0.933,0.058,-12.600,2.970,8808.740
183.060,-304.556,2333.141,80.930,-9.140,-0.939,0.299,-12.860,5.040,8809.190
183.080,-304.825,2332.675,80.830,-5.310,-0.934,0.149,-13.400,-0.210,8809.640
183.100,-305.097,2332.212,80.880,-7.110,-0.963,0.075,-13.430,0.310,8810.090
183.120,-305.372,2331.750,80.820,-7.880,-0.958,0.130,-13.780,3.210,8810.540
183.140,-305.649,2331.290,80.730,-9.050,-0.939,-0.079,-13.880,3.380,8810.990
183.160,-305.929,2330.833,81.150,-11.350,-0.989,0.120,-14.170,3.380,8811.440
183.180,-306.211,2330.378,81.260,-11.120,-1.021,0.126,-14.330,6.540,8811.890
183.200,-306.496,2329.925,81.390,-10.490,-1.001,0.191,-14.380,1.290,8812.340
183.220,-306.784,2329.474,81.190,-10.810,-1.005,0.037,-14.670,2.690,8812.790
183.240,-307.074,2329.026,81.250,-11.000,-1.012,-0.056,-14.980,2.110,8813.240
183.260,-307.367,2328.580,81.260,-11.740,-1.015,0.181,-15.160,3.600,8813.700
183.280,-307.662,2328.136,81.250,-9.980,-1.034,0.070,-15.440,2.880,8814.150
183.300,-307.959,2327.695,81.520,-11.680,-1.035,0.103,-15.740,1.650,8814.600
183.320,-308.259,2327.255,81.590,-8.030,-1.054,0.146,-15.640,3.200,8815.050
183.340,-308.562,2326.819,81.860,-8.240,-1.018,0.229,-16.150,2.960,8815.510
183.360,-308.867,2326.384,82.100,-9.440,-1.016,0.221,-16.230,3.000,8815.960
183.380,-309.174,2325.952,82.060,-9.830,-1.014,0.175,-16.460,4.340,8816.420
183.400,-309.484,2325.523,82.220,-14.090,-1.003,0.198,-16.780,6.420,8816.880
183.420,-309.796,2325.096,82.160,-6.560,-0.952,0.165,-16.920,-0.390,8817.330
183.440,-310.110,2324.671,82.070,-11.850,-0.990,0.036,-17.120,4.040,8817.790
183.460,-310.427,2324.249,81.970,-9.800,-1.033,-0.005,-17.160,3.050,8818.240
183.480,-310.746,2323.830,82.130,-9.890,-1.031,0.039,-17.590,1.080,8818.700
183.500,-311.067,2323.413,82.090,-13.810,-1.065,-0.004,-17.870,1.600,8819.160
183.520,-311.390,2322.998,82.510,-13.130,-1.063,0.145,-17.930,3.950,8819.610
183.540,-311.716,2322.586,82.880,-11.260,-1.039,0.243,-18.200,3.010,8820.080
183.560,-312.044,2322.177,82.940,-15.310,-1.009,0.202,-18.360,2.650,8820.540
183.580,-312.374,2321.770,82.950,-12.530,-1.048,0.153,-18.450,1.600,8821.000
183.600,-312.707,2321.366,82.930,-17.280,-1.065,0.168,-18.670,1.580,8821.460
183.620,-313.041,2320.965,83.400,-12.660,-1.055,0.251,-19.060,1.540,8821.920
183.640,-313.378,2320.566,83.680,-10.140,-1.041,0.291,-19.350,2.340,8822.390
183.660,-313.716,2320.170,83.470,-13.050,-1.028,0.111,-19.410,2.250,8822.850
183.680,-314.057,2319.776,83.330,-16.120,-1.004,0.026,-19.670,2.630,8823.310
183.700,-314.400,2319.385,83.340,-14.470,-1.001,0.127,-19.960,1.210,8823.780
183.720,-314.745,2318.997,83.060,-12.280,-1.014,-0.124,-20.160,3.600,8824.240
183.740,-315.092,2318.612,82.740,-13.350,-0.998,-0.174,-20.580,1.240,8824.700
183.760,-315.441,2318.229,82.600,-12.940,-1.006,-0.182,-20.800,3.800,8825.160
183.780,-315.792,2317.849,82.720,-14.340,-1.007,-0.088,-21.000,1.020,8825.610
183.800,-316.145,2317.472,82.690,-15.680,-1.024,-0.133,-21.210,5.540,8826.070
183.820,-316.500,2317.098,83.160,-14.080,-1.027,0.179,-21.470,3.650,8826.540
183.840,-316.856,2316.727,82.950,-14.360,-1.063,-0.104,-21.700,3.750,8827.000
183.860,-317.215,2316.358,82.820,-12.600,-1.036,-0.106,-21.910,2.180,8827.460
183.880,-317.575,2315.992,82.640,-15.690,-1.055,-0.140,-21.910,3.510,8827.920
183.900,-317.938,2315.629,82.760,-14.840,-1.068,-0.039,-22.470,0.400,8828.380
183.920,-318.302,2315.269,82.910,-15.380,-1.108,0.051,-22.540,0.930,8828.840
183.940,-318.668,2314.912,83.100,-10.710,-1.109,0.196,-22.760,2.440,8829.300
183.960,-319.035,2314.558,83.260,-16.930,-1.113,0.186,-22.980,5.150,8829.760
183.980,-319.405,2314.207,83.280,-16.370,-1.093,0.122,-23.250,4.120,8830.220
184.000,-319.776,2313.858,83.220,-17.660,-1.107,0.033,-23.380,-1.030,8830.690
184.020,-320.149,2313.513,83.480,-13.280,-1.103,0.129,-23.480,1.180,8831.150
184.040,-320.523,2313.171,83.430,-13.340,-1.104,0.013,-24.010,2.120,8831.610
184.060,-320.900,2312.831,83.740,-16.660,-1.129,0.061,-23.900,4.360,8832.080
184.080,-321.277,2312.494,83.530,-14.000,-1.106,-0.033,-24.160,2.690,8832.540
184.100,-321.657,2312.161,83.530,-15.860,-1.098,0.102,-24.420,-1.250,8833.010
184.120,-322.038,2311.830,84.110,-15.350,-1.090,0.223,-24.860,1.200,8833.470
184.140,-322.420,2311.503,84.580,-18.990,-1.071,0.355,-25.120,4.460,8833.940
184.160,-322.804,2311.179,84.240,-16.830,-1.072,0.186,-25.110,3.100,8834.410
184.180,-323.190,2310.857,84.510,-13.580,-1.081,0.044,-25.360,2.520,8834.880
184.200,-323.577,2310.539,84.800,-14.550,-1.064,0.233,-25.550,4.610,8835.350
184.220,-323.966,2310.224,84.930,-16.090,-1.077,0.175,-25.870,2.250,8835.820
184.240,-324.356,2309.911,84.810,-15.920,-1.090,0.136,-25.830,3.700,8836.300
184.260,-324.747,2309.602,84.360,-13.090,-1.074,-0.075,-26.160,4.870,8836.760
184.280,-325.140,2309.296,84.440,-16.500,-1.090,-0.008,-26.290,2.540,8837.230
184.300,-325.534,2308.994,84.580,-19.560,-1.065,0.120,-26.620,1.210,8837.700
184.320,-325.929,2308.694,84.660,-15.980,-1.067,0.088,-26.850,1.800,8838.170
184.340,-326.326,2308.397,84.780,-18.730,-1.041,0.105,-27.070,1.090,8838.640
184.360,-326.724,2308.104,84.630,-17.750,-1.053,0.144,-27.220,-0.750,8839.110
184.380,-327.123,2307.814,84.590,-18.630,-1.041,-0.145,-27.420,1.400,8839.580
184.400,-327.524,2307.527,84.200,-20.430,-1.082,-0.048,-27.790,3.290,8840.050
184.420,-327.926,2307.243,84.570,-18.550,-1.056,0.137,-27.900,2.600,8840.520
184.440,-328.329,2306.962,84.500,-17.420,-1.049,-0.014,-28.330,4.180,8840.990
184.460,-328.733,2306.684,84.600,-18.100,-1.070,-0.006,-28.720,2.380,8841.460
184.480,-329.138,2306.410,84.780,-18.830,-1.057,0.064,-28.930,3.660,8841.930
184.500,-329.544,2306.139,84.770,-20.370,-1.090,0.050,-29.060,-0.280,8842.400
184.520,-329.951,2305.871,84.670,-23.470,-1.099,0.077,-29.410,1.810,8842.870
184.540,-330.360,2305.607,84.870,-20.430,-1.113,-0.057,-29.590,2.020,8843.350
184.560,-330.769,2305.345,84.630,-19.420,-1.088,0.082,-29.960,1.220,8843.820
184.580,-331.180,2305.087,84.980,-25.040,-1.064,0.118,-30.130,4.830,8844.290
184.600,-331.591,2304.832,85.220,-21.020,-1.082,0.259,-30.150,0.170,8844.760
184.620,-332.003,2304.581,85.180,-21.250,-1.111,0.040,-30.490,2.190,8845.230
184.640,-332.417,2304.332,85.170,-23.090,-1.127,0.119,-30.840,4.370,8845.710
184.660,-332.831,2304.087,85.080,-19.890,-1.117,0.037,-30.930,3.510,8846.180
184.680,-333.246,2303.845,85.150,-19.700,-1.112,0.071,-31.220,1.900,8846.650
184.700,-333.661,2303.607,85.240,-18.050,-1.116,0.026,-31.060,0.970,8847.130
184.720,-334.078,2303.372,85.310,-21.870,-1.129,0.051,-31.330,4.070,8847.600
184.740,-334.496,2303.140,85.720,-19.380,-1.092,0.154,-31.470,1.940,8848.080
184.760,-334.914,2302.912,85.400,-23.790,-1.107,0.071,-31.950,1.220,8848.550
184.780,-335.333,2302.686,85.350,-23.050,-1.123,0.074,-32.110,4.010,8849.030
184.800,-335.752,2302.464,85.650,-21.160,-1.096,0.139,-32.490,3.140,8849.500
184.820,-336.172,2302.246,86.150,-24.070,-1.109,0.138,-32.710,2.170,8849.980
184.840,-336.593,2302.031,85.950,-23.300,-1.101,0.208,-33.000,3.420,8850.460
184.860,-337.015,2301.819,86.180,-21.450,-1.124,0.193,-32.960,3.590,8850.940
184.880,-337.437,2301.610,85.880,-23.250,-1.112,-0.156,-33.030,2.690,8851.410
184.900,-337.860,2301.405,85.770,-25.150,-1.098,-0.148,-33.120,2.940,8851.890
184.920,-338.283,2301.203,85.730,-24.520,-1.123,-0.114,-33.020,-0.600,8852.370
184.940,-338.707,2301.005,85.510,-23.920,-1.130,-0.126,-33.140,2.540,8852.840
184.960,-339.131,2300.810,85.370,-22.200,-1.141,-0.211,-33.090,2.060,8853.320
184.980,-339.556,2300.618,85.030,-23.970,-1.140,-0.301,-32.970,2.140,8853.790
185.000,-339.981,2300.430,85.150,-28.220,-1.097,-0.070,-33.110,1.410,8854.260
185.020,-340.407,2300.245,84.880,-21.750,-1.090,-0.130,-33.200,1.890,8854.730
185.040,-340.832,2300.063,84.690,-22.010,-1.050,-0.166,-33.180,2.230,8855.200
185.060,-341.259,2299.885,84.480,-25.380,-1.028,-0.343,-33.110,3.500,8855.670
185.080,-341.685,2299.710,84.290,-25.500,-1.017,-0.193,-33.240,1.610,8856.140
185.100,-342.112,2299.539,84.290,-20.560,-1.002,-0.205,-33.440,3.500,8856.610
185.120,-342.539,2299.371,84.230,-23.740,-0.997,-0.031,-33.380,3.200,8857.080
185.140,-342.967,2299.206,84.640,-21.790,-0.985,0.085,-33.390,3.360,8857.550
185.160,-343.394,2299.045,84.350,-24.680,-0.997,-0.000,-33.370,3.400,8858.020
185.180,-343.822,2298.887,84.130,-21.970,-1.002,-0.114,-33.380,1.550,8858.480
185.200,-344.250,2298.733,84.210,-25.130,-1.006,-0.043,-33.460,1.760,8858.950
185.220,-344.678,2298.582,84.000,-22.450,-1.030,-0.157,-33.520,2.980,8859.420
185.240,-345.106,2298.434,83.750,-22.560,-1.021,-0.131,-33.510,1.860,8859.880
185.260,-345.535,2298.290,83.510,-27.420,-1.005,-0.188,-33.800,0.930,8860.350
185.280,-345.963,2298.149,83.360,-23.010,-1.028,-0.256,-33.620,2.200,8860.810
185.300,-346.391,2298.012,83.360,-24.680,-1.051,-0.191,-33.630,5.220,8861.270
185.320,-346.820,2297.878,83.390,-21.090,-1.062,-0.142,-33.820,1.510,8861.740
185.340,-347.248,2297.747,83.320,-22.810,-1.032,-0.053,-33.820,1.060,8862.200
185.360,-347.676,2297.620,83.110,-23.740,-1.040,-0.146,-33.670,1.770,8862.660
185.380,-348.104,2297.496,82.860,-20.170,-1.062,-0.200,-33.720,3.660,8863.120
185.400,-348.532,2297.376,83.000,-27.040,-1.078,-0.114,-33.900,3.080,8863.580
185.420,-348.960,2297.259,82.560,-19.400,-1.084,-0.163,-34.100,3.800,8864.040
185.440,-349.388,2297.145,82.430,-19.430,-1.085,-0.321,-33.740,7.090,8864.500
185.460,-349.815,2297.035,82.390,-23.970,-1.098,-0.134,-34.070,3.900,8864.960
185.480,-350.243,2296.928,82.290,-21.410,-1.068,-0.109,-34.020,3.870,8865.410
185.500,-350.670,2296.824,81.810,-22.190,-1.058,-0.339,-34.120,7.590,8865.870
185.520,-351.096,2296.724,82.130,-28.110,-1.038,-0.175,-33.980,3.420,8866.320
185.540,-351.523,2296.628,82.110,-23.390,-1.079,-0.051,-34.200,1.750,8866.780
185.560,-351.949,2296.534,81.920,-25.650,-1.042,-0.057,-33.970,1.830,8867.240
185.580,-352.374,2296.445,81.330,-25.780,-1.033,-0.235,-34.060,4.470,8867.690
185.600,-352.800,2296.358,81.250,-23.600,-1.015,-0.235,-34.140,0.980,8868.140
185.620,-353.225,2296.275,80.490,-23.460,-0.976,-0.553,-34.210,0.970,8868.590
185.640,-353.649,2296.195,80.290,-20.480,-0.968,-0.402,-34.310,2.110,8869.030
185.660,-354.073,2296.119,80.170,-24.380,-0.927,-0.331,-34.350,4.240,8869.480
185.680,-354.497,2296.046,79.940,-23.590,-0.975,-0.335,-34.240,4.010,8869.920
185.700,-354.920,2295.976,80.120,-20.090,-0.980,-0.221,-34.500,2.490,8870.370
185.720,-355.342,2295.910,79.930,-23.200,-1.013,-0.165,-34.560,4.210,8870.810
185.740,-355.764,2295.847,79.530,-23.780,-0.993,-0.281,-34.300,3.880,8871.250
185.760,-356.185,2295.787,79.530,-21.000,-0.982,-0.069,-34.350,2.720,8871.690
185.780,-356.606,2295.731,79.430,-21.630,-0.997,-0.191,-34.460,2.640,8872.140
185.800,-357.026,2295.678,78.880,-22.460,-0.940,-0.269,-34.630,4.170,8872.570
185.820,-357.445,2295.628,79.040,-20.830,-0.948,-0.106,-34.740,3.400,8873.010
185.840,-357.863,2295.582,78.880,-25.130,-0.991,-0.198,-34.530,2.270,8873.450
185.860,-358.281,2295.539,78.900,-23.790,-0.965,-0.060,-34.640,3.360,8873.890
185.880,-358.698,2295.499,78.750,-18.590,-0.944,-0.202,-34.510,1.610,8874.330
185.900,-359.114,2295.463,78.460,-28.630,-0.951,-0.246,-34.670,3.110,8874.760
185.920,-359.530,2295.430,78.350,-23.880,-0.929,-0.243,-34.660,3.310,8875.200
185.940,-359.944,2295.400,78.120,-24.860,-0.947,-0.253,-34.660,2.280,8875.630
185.960,-360.358,2295.373,77.990,-22.340,-0.949,-0.347,-34.760,3.310,8876.070
185.980,-360.770,2295.350,77.910,-21.240,-0.933,-0.083,-34.730,3.070,8876.500
186.000,-361.182,2295.330,77.730,-20.260,-0.910,-0.231,-35.010,1.010,8876.930
186.020,-361.593,2295.314,77.610,-23.280,-0.915,-0.151,-34.930,2.640,8877.360
186.040,-362.003,2295.300,77.320,-24.250,-0.922,-0.249,-34.810,6.040,8877.790
186.060,-362.412,2295.290,77.020,-25.260,-0.917,-0.329,-34.920,1.740,8878.220
186.080,-362.820,2295.283,77.020,-22.220,-0.953,-0.293,-34.850,4.480,8878.650
186.100,-363.226,2295.279,77.120,-18.030,-0.945,-0.164,-34.830,2.320,8879.080
186.120,-363.632,2295.279,76.760,-23.410,-0.971,-0.243,-34.810,4.570,8879.500
186.140,-364.036,2295.282,76.620,-22.370,-0.967,-0.249,-35.020,1.720,8879.930
186.160,-364.440,2295.288,76.130,-21.890,-0.973,-0.422,-34.970,3.430,8880.350
186.180,-364.842,2295.297,76.360,-23.030,-0.940,-0.196,-35.190,5.880,8880.770
186.200,-365.243,2295.309,76.370,-19.360,-0.940,-0.078,-35.200,1.890,8881.200
186.220,-365.643,2295.325,75.990,-19.750,-0.899,-0.184,-35.130,3.390,8881.620
186.240,-366.042,2295.343,75.710,-20.470,-0.928,-0.354,-35.060,3.990,8882.040
186.260,-366.439,2295.365,75.770,-20.180,-0.918,-0.225,-35.210,-0.420,8882.460
186.280,-366.835,2295.390,75.570,-23.440,-0.903,-0.192,-35.200,3.150,8882.880
186.300,-367.230,2295.418,75.470,-24.310,-0.883,-0.195,-35.060,0.590,8883.300
186.320,-367.623,2295.449,75.040,-23.330,-0.832,-0.337,-35.210,3.790,8883.720
186.340,-368.015,2295.484,74.980,-21.420,-0.876,-0.188,-35.470,2.590,8884.140
186.360,-368.405,2295.521,74.760,-22.590,-0.884,-0.255,-35.300,0.990,8884.550
186.380,-368.795,2295.562,74.640,-20.770,-0.833,-0.334,-35.390,1.050,8884.970
186.400,-369.182,2295.605,74.370,-21.660,-0.853,-0.328,-35.410,2.740,8885.380
186.420,-369.569,2295.652,74.170,-24.500,-0.839,-0.382,-35.340,6.740,8885.790
186.440,-369.953,2295.702,74.040,-19.280,-0.855,-0.263,-35.300,5.070,8886.200
186.460,-370.337,2295.754,73.760,-22.690,-0.875,-0.373,-35.160,3.590,8886.610
186.480,-370.718,2295.810,74.090,-20.080,-0.880,-0.172,-35.240,3.140,8887.020
186.500,-371.098,2295.869,73.630,-23.300,-0.826,-0.366,-35.270,3.830,8887.430
186.520,-371.477,2295.931,73.560,-23.370,-0.847,-0.082,-35.520,1.180,8887.840
186.540,-371.854,2295.996,73.420,-23.430,-0.845,-0.279,-35.390,1.630,8888.250
186.560,-372.229,2296.064,73.370,-24.430,-0.843,-0.178,-35.490,3.580,8888.660
186.580,-372.603,2296.134,72.640,-24.230,-0.813,-0.417,-35.040,2.180,8889.060
186.600,-372.975,2296.208,72.220,-20.540,-0.785,-0.467,-35.210,5.360,8889.460
186.620,-373.345,2296.285,72.090,-23.080,-0.783,-0.350,-35.250,0.760,8889.860
186.640,-373.713,2296.364,72.250,-20.480,-0.849,-0.207,-35.250,1.070,8890.260
186.660,-374.080,2296.447,72.090,-20.950,-0.851,-0.237,-35.360,4.660,8890.660
186.680,-374.445,2296.532,71.930,-19.360,-0.858,-0.205,-35.370,2.000,8891.060
186.700,-374.808,2296.620,71.830,-23.090,-0.815,-0.182,-35.140,2.090,8891.460
186.720,-375.169,2296.712,71.540,-18.900,-0.823,-0.255,-35.400,3.510,8891.860
186.740,-375.529,2296.806,71.550,-22.880,-0.778,-0.139,-35.780,3.780,8892.260
186.760,-375.886,2296.902,71.460,-26.600,-0.768,-0.199,-35.910,3.150,8892.650
186.780,-376.242,2297.002,71.410,-20.730,-0.746,-0.144,-35.700,2.430,8893.050
186.800,-376.596,2297.104,71.540,-22.880,-0.708,-0.117,-35.770,3.030,8893.450
186.820,-376.947,2297.210,71.250,-18.060,-0.742,-0.165,-35.450,2.670,8893.840
186.840,-377.297,2297.318,71.060,-20.400,-0.780,-0.224,-35.450,3.970,8894.240
186.860,-377.645,2297.428,70.660,-21.120,-0.770,-0.237,-35.650,6.660,8894.630
186.880,-377.991,2297.542,70.270,-20.510,-0.745,-0.465,-35.810,3.880,8895.020
186.900,-378.335,2297.658,70.180,-21.880,-0.759,-0.329,-35.880,1.380,8895.410
186.920,-378.676,2297.777,70.100,-17.550,-0.754,-0.277,-36.150,4.040,8895.800
186.940,-379.016,2297.899,70.120,-22.010,-0.727,-0.125,-36.020,1.670,8896.190
186.960,-379.354,2298.023,70.070,-19.950,-0.709,-0.213,-35.890,2.670,8896.580
186.980,-379.689,2298.150,69.920,-22.510,-0.728,-0.155,-36.040,2.550,8896.970
187.000,-380.022,2298.280,70.070,-20.910,-0.726,-0.045,-36.220,0.740,8897.360
187.020,-380.353,2298.412,69.730,-23.390,-0.747,-0.121,-36.260,1.360,8897.750
187.040,-380.682,2298.547,69.470,-20.400,-0.772,-0.287,-36.050,-0.910,8898.130
187.060,-381.009,2298.684,69.320,-20.650,-0.734,-0.305,-35.940,2.380,8898.520
187.080,-381.333,2298.824,68.880,-19.600,-0.772,-0.317,-35.950,3.500,8898.900
187.100,-381.656,2298.967,68.890,-19.670,-0.755,-0.324,-35.770,2.670,8899.280
187.120,-381.976,2299.112,68.730,-20.530,-0.752,-0.267,-36.110,1.750,8899.660
187.140,-382.293,2299.259,68.570,-16.480,-0.731,-0.246,-36.150,2.890,8900.040
187.160,-382.609,2299.410,68.510,-20.570,-0.740,-0.153,-36.080,0.600,8900.430
187.180,-382.922,2299.562,68.380,-20.400,-0.709,-0.277,-36.010,0.800,8900.800
187.200,-383.232,2299.717,68.260,-20.600,-0.712,-0.200,-35.970,2.910,8901.180
187.220,-383.541,2299.875,67.970,-19.970,-0.680,-0.250,-35.960,3.110,8901.560
187.240,-383.847,2300.035,68.100,-20.900,-0.681,-0.172,-35.890,2.730,8901.940
187.260,-384.150,2300.197,67.550,-20.990,-0.704,-0.338,-35.920,2.140,8902.320
187.280,-384.451,2300.362,67.260,-18.720,-0.689,-0.293,-36.200,4.040,8902.690
187.300,-384.750,2300.529,67.030,-20.290,-0.678,-0.372,-36.310,0.970,8903.060
187.320,-385.046,2300.698,66.780,-18.090,-0.679,-0.366,-36.550,2.200,8903.430
187.340,-385.340,2300.870,66.350,-23.910,-0.691,-0.371,-36.360,3.800,8903.800
187.360,-385.631,2301.044,66.660,-17.040,-0.669,-0.176,-36.220,3.240,8904.170
187.380,-385.920,2301.220,66.660,-18.300,-0.689,-0.035,-36.460,0.340,8904.540
187.400,-386.206,2301.399,66.360,-20.180,-0.701,-0.305,-36.510,5.680,8904.910
187.420,-386.489,2301.579,66.370,-20.260,-0.682,-0.160,-36.740,1.730,8905.280
187.440,-386.770,2301.762,66.160,-18.820,-0.681,-0.142,-36.680,1.990,8905.650
187.460,-387.049,2301.948,65.930,-22.140,-0.714,-0.270,-36.740,3.840,8906.010
187.480,-387.325,2302.135,65.600,-19.980,-0.718,-0.317,-36.840,4.870,8906.380
187.500,-387.598,2302.325,65.500,-19.710,-0.693,-0.178,-36.760,2.100,8906.740
187.520,-387.868,2302.516,65.250,-24.000,-0.686,-0.328,-36.460,4.280,8907.100
187.540,-388.136,2302.710,64.960,-19.120,-0.676,-0.291,-36.410,1.690,8907.460
187.560,-388.401,2302.906,65.090,-22.480,-0.662,-0.125,-36.530,4.260,8907.830
187.580,-388.664,2303.104,64.790,-17.560,-0.646,-0.241,-36.590,2.190,8908.190
187.600,-388.924,2303.304,64.970,-17.000,-0.642,-0.092,-36.380,2.080,8908.550
187.620,-389.181,2303.506,64.650,-16.580,-0.706,-0.267,-36.330,1.830,8908.910
187.640,-389.435,2303.710,64.200,-20.190,-0.687,-0.288,-36.520,2.710,8909.260
187.660,-389.686,2303.916,64.240,-20.180,-0.681,-0.293,-36.540,1.290,8909.620
187.680,-389.935,2304.124,64.030,-23.450,-0.666,-0.217,-36.760,2.000,8909.980
187.700,-390.181,2304.334,63.610,-18.100,-0.631,-0.379,-36.780,2.610,8910.330
187.720,-390.424,2304.546,63.620,-22.430,-0.648,-0.263,-36.710,0.630,8910.680
187.740,-390.665,2304.760,63.270,-22.240,-0.636,-0.326,-36.630,1.550,8911.030
187.760,-390.902,2304.975,62.840,-19.890,-0.617,-0.374,-36.810,-0.610,8911.380
187.780,-391.137,2305.193,63.010,-21.450,-0.619,-0.117,-36.720,-0.210,8911.730
